CMDLINE python3 bag.py input/synthesizedFLASH25inMNI_6010.nii.gz
MEM 2.183594 1573050064.1862
MEM 6.613281 1573050064.2866
MEM 7.726562 1573050064.3870
MEM 10.085938 1573050064.4873
MEM 11.558594 1573050064.5877
MEM 13.054688 1573050064.6881
MEM 13.218750 1573050064.7885
MEM 13.945312 1573050064.8890
MEM 14.023438 1573050064.9896
MEM 14.023438 1573050065.0901
MEM 14.023438 1573050065.1906
MEM 14.875000 1573050065.2911
MEM 15.128906 1573050065.3915
MEM 16.351562 1573050065.4927
MEM 16.496094 1573050065.5932
MEM 16.496094 1573050065.6937
MEM 16.722656 1573050065.7943
MEM 17.164062 1573050065.8947
MEM 17.367188 1573050065.9953
MEM 17.539062 1573050066.0958
MEM 17.554688 1573050066.1964
MEM 20.007812 1573050066.2968
MEM 21.429688 1573050066.3973
MEM 21.812500 1573050066.4977
MEM 23.777344 1573050066.5982
MEM 24.035156 1573050066.6987
MEM 24.921875 1573050066.7992
MEM 27.210938 1573050066.8996
MEM 40.523438 1573050067.0001
MEM 32.304688 1573050067.1005
MEM 32.421875 1573050067.2011
MEM 32.421875 1573050067.3018
MEM 32.421875 1573050067.4024
MEM 32.421875 1573050067.5031
MEM 32.421875 1573050067.6037
MEM 32.421875 1573050067.7042
MEM 32.421875 1573050067.8047
MEM 32.421875 1573050067.9052
MEM 32.421875 1573050068.0055
MEM 32.421875 1573050068.1059
MEM 32.421875 1573050068.2062
MEM 32.421875 1573050068.3066
MEM 32.421875 1573050068.4069
MEM 32.421875 1573050068.5072
MEM 32.421875 1573050068.6076
MEM 32.421875 1573050068.7079
MEM 32.421875 1573050068.8082
MEM 32.421875 1573050068.9086
MEM 32.421875 1573050069.0089
MEM 32.421875 1573050069.1093
MEM 32.421875 1573050069.2097
MEM 32.421875 1573050069.3103
MEM 32.421875 1573050069.4108
MEM 32.421875 1573050069.5113
MEM 32.421875 1573050069.6119
MEM 32.421875 1573050069.7124
MEM 32.421875 1573050069.8130
MEM 32.421875 1573050069.9137
MEM 32.421875 1573050070.0143
MEM 32.421875 1573050070.1148
MEM 32.421875 1573050070.2155
MEM 32.421875 1573050070.3161
MEM 32.421875 1573050070.4168
MEM 32.421875 1573050070.5175
MEM 32.421875 1573050070.6182
MEM 32.421875 1573050070.7188
MEM 32.421875 1573050070.8195
MEM 32.421875 1573050070.9201
MEM 32.421875 1573050071.0207
MEM 32.421875 1573050071.1213
MEM 32.421875 1573050071.2218
MEM 32.421875 1573050071.3223
MEM 32.421875 1573050071.4229
MEM 32.421875 1573050071.5234
MEM 32.421875 1573050071.6239
MEM 32.421875 1573050071.7245
MEM 32.421875 1573050071.8250
MEM 32.421875 1573050071.9256
MEM 32.421875 1573050072.0261
MEM 32.421875 1573050072.1267
MEM 32.421875 1573050072.2272
MEM 32.421875 1573050072.3277
MEM 32.421875 1573050072.4283
MEM 32.421875 1573050072.5288
MEM 32.421875 1573050072.6293
MEM 32.421875 1573050072.7297
MEM 32.421875 1573050072.8302
MEM 32.421875 1573050072.9307
MEM 32.421875 1573050073.0312
MEM 32.421875 1573050073.1318
MEM 32.421875 1573050073.2323
MEM 32.421875 1573050073.3329
MEM 32.421875 1573050073.4332
MEM 32.421875 1573050073.5338
MEM 32.421875 1573050073.6342
MEM 32.421875 1573050073.7347
MEM 32.421875 1573050073.8351
MEM 32.421875 1573050073.9356
MEM 32.421875 1573050074.0361
MEM 32.421875 1573050074.1367
MEM 32.421875 1573050074.2372
MEM 32.421875 1573050074.3377
MEM 32.421875 1573050074.4382
MEM 32.421875 1573050074.5387
MEM 32.421875 1573050074.6392
MEM 32.421875 1573050074.7398
MEM 32.421875 1573050074.8403
MEM 32.421875 1573050074.9409
MEM 32.421875 1573050075.0414
MEM 32.421875 1573050075.1419
MEM 32.421875 1573050075.2423
MEM 32.421875 1573050075.3429
MEM 32.421875 1573050075.4434
MEM 32.421875 1573050075.5439
MEM 32.421875 1573050075.6445
MEM 32.421875 1573050075.7450
MEM 32.421875 1573050075.8455
MEM 32.421875 1573050075.9460
MEM 32.421875 1573050076.0465
MEM 32.421875 1573050076.1470
MEM 32.421875 1573050076.2475
MEM 32.421875 1573050076.3480
MEM 32.421875 1573050076.4486
MEM 32.421875 1573050076.5490
MEM 32.421875 1573050076.6496
MEM 32.421875 1573050076.7501
MEM 32.421875 1573050076.8506
MEM 32.421875 1573050076.9511
MEM 32.421875 1573050077.0516
MEM 32.421875 1573050077.1522
MEM 32.421875 1573050077.2527
MEM 32.421875 1573050077.3532
MEM 32.421875 1573050077.4537
MEM 32.421875 1573050077.5542
MEM 32.421875 1573050077.6547
MEM 32.421875 1573050077.7552
MEM 32.421875 1573050077.8557
MEM 32.421875 1573050077.9562
MEM 32.421875 1573050078.0568
MEM 32.421875 1573050078.1573
MEM 32.421875 1573050078.2578
MEM 32.421875 1573050078.3584
MEM 32.421875 1573050078.4590
MEM 32.421875 1573050078.5596
MEM 32.421875 1573050078.6602
MEM 32.421875 1573050078.7607
MEM 32.421875 1573050078.8612
MEM 32.421875 1573050078.9617
MEM 32.421875 1573050079.0622
MEM 32.421875 1573050079.1629
MEM 32.421875 1573050079.2634
MEM 32.421875 1573050079.3640
MEM 32.421875 1573050079.4646
MEM 32.421875 1573050079.5651
MEM 32.421875 1573050079.6656
MEM 32.421875 1573050079.7661
MEM 32.421875 1573050079.8666
MEM 32.421875 1573050079.9671
MEM 32.421875 1573050080.0677
MEM 32.421875 1573050080.1682
MEM 32.421875 1573050080.2687
MEM 32.421875 1573050080.3692
MEM 32.421875 1573050080.4697
MEM 32.421875 1573050080.5702
MEM 32.421875 1573050080.6708
