[DSK:vdb]Reads,[DSK:vdb]RMerge,[DSK:vdb]RKBytes,[DSK:vdb]WaitR,[DSK:vdb]Writes,[DSK:vdb]WMerge,[DSK:vdb]WKBytes,[DSK:vdb]WaitW,[DSK:vdb]Request,[DSK:vdb]QueLen,[DSK:vdb]Wait,[DSK:vdb]SvcTim,[DSK:vdb]Util
37,0,16304,290,305,0,145824,780,475,130,728,3,100
16,0,7055,256,322,0,154661,819,479,120,792,3,100
108,1,50224,44,47,30,21932,783,466,11,268,3,51
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,102,201,0,95708,289,473,127,288,3,71
1,0,4,127,303,0,146734,786,482,128,784,3,100
2,0,8,77,372,7,178761,683,478,128,680,3,100
2,0,8,376,354,0,170004,683,478,128,682,3,100
1,0,4,14,317,0,152505,821,480,128,818,3,100
2,0,8,58,333,0,160414,774,479,128,769,3,100
1,0,4,139,298,0,143432,772,480,128,769,3,100
1,0,4,6,335,0,162018,785,482,128,782,3,100
0,0,0,0,171,13,81143,929,474,89,929,3,50
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,530,237,38,108561,239,456,105,240,3,72
1,0,4,103,328,0,159211,536,483,128,535,3,101
1,0,4,201,265,0,127185,776,479,128,774,4,100
3,0,12,174,348,0,167053,817,476,128,811,3,100
2,0,8,210,357,3,170856,688,476,128,685,3,100
2,0,8,84,442,12,209819,634,473,128,632,2,100
1,0,4,20,362,0,175608,643,483,128,642,3,100
1,0,4,72,334,0,157928,769,472,133,767,3,100
2,0,8,48,356,0,168775,653,471,128,650,3,100
1,0,4,33,339,0,164123,645,483,128,643,3,100
1,0,4,43,350,0,165909,699,472,128,697,3,100
1,0,4,9,348,0,167172,833,479,128,830,3,102
2,0,8,26,359,0,170588,757,472,128,753,3,100
1,0,4,32,331,0,158540,739,477,128,737,3,100
4,0,61,104,273,0,131903,891,477,128,880,4,100
