CMDLINE python3 bag.py input/synthesizedFLASH25inMNI_6010.nii.gz
MEM 4.234375 1572996972.6070
MEM 11.558594 1572996972.7075
MEM 13.949219 1572996972.8080
MEM 15.105469 1572996972.9084
MEM 17.367188 1572996973.0089
MEM 20.265625 1572996973.1093
MEM 21.542969 1572996973.2097
MEM 23.203125 1572996973.3101
MEM 27.210938 1572996973.4106
MEM 34.070312 1572996973.5110
MEM 32.425781 1572996973.6115
MEM 32.425781 1572996973.7119
MEM 32.425781 1572996973.8124
MEM 32.425781 1572996973.9129
MEM 32.425781 1572996974.0134
MEM 32.425781 1572996974.1149
MEM 32.425781 1572996974.2155
MEM 32.425781 1572996974.3161
MEM 32.425781 1572996974.4168
MEM 32.425781 1572996974.5175
MEM 32.425781 1572996974.6182
MEM 32.425781 1572996974.7189
MEM 32.425781 1572996974.8196
MEM 32.425781 1572996974.9202
MEM 32.425781 1572996975.0208
MEM 32.425781 1572996975.1214
MEM 32.425781 1572996975.2220
MEM 32.425781 1572996975.3227
MEM 32.425781 1572996975.4234
MEM 32.425781 1572996975.5241
MEM 32.425781 1572996975.6248
MEM 32.425781 1572996975.7256
MEM 32.425781 1572996975.8262
MEM 32.425781 1572996975.9269
MEM 32.425781 1572996976.0274
MEM 32.425781 1572996976.1279
MEM 32.425781 1572996976.2285
MEM 32.425781 1572996976.3290
MEM 32.425781 1572996976.4296
MEM 32.425781 1572996976.5301
MEM 32.425781 1572996976.6306
MEM 32.425781 1572996976.7312
MEM 32.425781 1572996976.8317
MEM 32.425781 1572996976.9323
MEM 32.425781 1572996977.0328
MEM 32.425781 1572996977.1333
MEM 32.425781 1572996977.2338
MEM 32.425781 1572996977.3345
MEM 32.425781 1572996977.4351
MEM 32.425781 1572996977.5356
MEM 32.425781 1572996977.6362
MEM 32.425781 1572996977.7368
MEM 32.425781 1572996977.8373
MEM 32.425781 1572996977.9379
MEM 32.425781 1572996978.0384
MEM 32.425781 1572996978.1389
MEM 32.425781 1572996978.2395
