[DSK:vdb]Reads,[DSK:vdb]RMerge,[DSK:vdb]RKBytes,[DSK:vdb]WaitR,[DSK:vdb]Writes,[DSK:vdb]WMerge,[DSK:vdb]WKBytes,[DSK:vdb]WaitW,[DSK:vdb]Request,[DSK:vdb]QueLen,[DSK:vdb]Wait,[DSK:vdb]SvcTim,[DSK:vdb]Util
2,0,8,96,226,0,108392,1065,475,128,1057,4,100
1,0,4,362,222,0,105649,970,474,128,967,4,100
1,0,4,351,241,0,115830,1158,479,128,1155,4,100
2,0,8,114,211,0,99604,1028,467,128,1020,5,100
1,0,4,166,248,0,118611,971,477,128,967,4,100
0,0,0,0,221,0,106731,1148,483,128,1148,5,100
1,0,4,125,266,0,125563,967,471,128,964,4,100
2,0,8,94,266,0,127310,1109,475,128,1101,4,100
1,0,4,170,258,0,124080,1039,478,128,1036,4,100
1,0,4,50,168,0,79652,876,472,128,871,6,100
1,0,4,193,247,0,117242,1056,473,128,1052,4,100
1,0,4,143,285,0,135783,718,474,128,716,3,100
1,0,4,184,301,0,144537,754,479,128,752,3,100
1,0,4,328,281,0,132390,1363,470,128,1359,4,100
0,0,0,0,242,0,117634,877,486,128,877,4,100
2,0,8,156,267,0,125620,776,466,128,772,4,100
0,0,0,0,229,0,111154,871,486,128,871,4,100
2,0,8,277,220,0,104165,792,469,128,787,4,100
2,0,16,60,278,0,133177,1386,476,132,1376,4,100
1,0,4,273,224,4,108004,995,481,128,992,4,100
1,0,4,263,294,1,139081,983,472,128,981,3,100
1,0,4,105,213,0,99314,950,465,128,946,5,100
1,0,4,144,234,1,112280,1057,477,129,1054,4,100
1,0,4,327,290,1,140383,1144,482,128,1141,3,100
1,0,4,205,225,0,107599,880,475,131,877,4,100
1,0,4,93,257,2,122267,1056,473,128,1052,4,100
0,0,0,0,255,0,120926,910,475,128,910,4,100
2,0,8,379,248,1,119574,1002,478,128,997,4,100
0,0,0,0,207,78,99309,956,479,128,956,5,100
1,0,4,59,276,0,133567,1048,483,128,1044,4,100
1,0,4,76,225,0,106978,1084,474,128,1080,4,100
1,0,4,243,230,0,109687,1122,475,128,1119,4,100
1,0,4,112,268,0,126072,1049,469,128,1045,4,100
0,0,0,0,219,0,105619,1101,483,128,1101,5,100
2,0,8,282,170,0,82124,975,478,127,967,6,100
1,0,4,126,214,0,101771,1269,474,128,1263,5,100
3,0,12,128,207,0,97191,1121,464,128,1106,5,100
0,0,0,0,233,0,112361,1025,482,128,1025,4,100
1,0,4,431,280,0,134598,748,479,128,747,4,100
2,0,8,236,221,0,105936,1219,474,128,1210,5,101
1,0,4,291,251,0,119796,981,475,128,978,4,100
2,0,8,163,205,0,97927,1151,474,128,1141,5,100
1,0,4,329,215,0,102331,1025,475,133,1022,5,100
0,0,0,0,204,0,97748,1091,478,128,1091,5,100
1,0,4,90,209,0,100464,1118,478,132,1113,5,100
1,0,4,110,266,0,128569,1300,481,128,1296,4,100
1,0,4,230,216,0,103562,1004,477,128,1001,5,100
1,0,4,182,224,0,106552,1054,473,128,1050,4,100
1,0,4,39,198,0,94217,1043,473,128,1038,5,100
2,0,8,102,253,0,121528,1247,477,128,1238,4,100
1,0,4,221,219,0,104181,1042,473,128,1038,5,100
1,0,4,112,243,0,117135,999,480,128,995,4,100
1,0,4,62,239,36,114541,1178,477,128,1173,4,100
2,0,8,262,233,61,101829,992,434,128,985,4,100
